"CaptureBase_AbandonedFactory.contractName";"Abandoned Factory";"Abandoned Factory";;;
"CaptureBase_SwiftReclamation.dialogueList4.dialogueContent0.words";"[GENERIC VO] Area is not clear, Commander. Eliminate the hostiles before continuing to the next Objective.";"[GENERIC VO] Area is not clear, Commander. Eliminate the hostiles before continuing to the next Objective.";;;
"CaptureBase_SwiftReclamation.dialogueList5.dialogueContent0.words";"[GENERIC VO] Sensors are clear, proceed to the next objective.";"[GENERIC VO] Sensors are clear, proceed to the next objective.";;;
"CaptureBase_SwiftReclamation.dialogueList6.dialogueContent0.words";"Dropship inbound for landing! We'll want to get in and out quickly, but first eliminate all defenses.";"Dropship inbound for landing! We'll want to get in and out quickly, but first eliminate all defenses.";;;
"CaptureBase_SwiftReclamation.dialogueList7.dialogueContent0.words";"Commander, a word of warning, we have reports this base may have gun emplacements for point defense.";"Commander, a word of warning, we have reports this base may have gun emplacements for point defense.";;;
"CaptureBase_SwiftReclamation.dialogueList7.dialogueContent1.words";"Turrets, boss. Just keep an eye out in case they are online.";"Turrets, boss. Just keep an eye out in case they are online.";;;
"CaptureBase_SwiftReclamation.dialogueList8.dialogueContent0.words";"Alright, you should have good view of the warehouse complex now.";"Alright, you should have good view of the warehouse complex now.";;;
"CaptureBase_SwiftReclamation.dialogueList8.dialogueContent1.words";"Be careful of additional forces. Reports are they have additional units in the area that are rallying back at the base. Expect contact.";"Be careful of additional forces. Reports are they have additional units in the area that are rallying back at the base. Expect contact.";;;
"CaptureBase_SwiftReclamation.longDescription";"Commander, if these are just mercantile goods, as they say, I wouldn't expect very aggressive defenses.";"Commander, if these are just mercantile goods, as they say, I wouldn't expect very aggressive defenses.";;;
"CaptureBase_SwiftReclamation.objectiveList0.title";"Scout the Warehouses";"Scout the Warehouses";;;
"CaptureBase_SwiftReclamation.objectiveList1.title";"Destroy the {TEAM_TAR.FactionDef.Demonym} Forces";"Destroy the {TEAM_TAR.FactionDef.Demonym} Forces";;;
"CaptureBase_SwiftReclamation.objectiveList2.title";"Occupy the Warehouses";"Occupy the Warehouses";;;
"CaptureBase_SwiftReclamation.objectiveList3.description";"Hidden";"Hidden";;;
"CaptureBase_SwiftReclamation.objectiveList3.title";"Hold the Warehouses while Reinforcements Arrive";"Hold the Warehouses while Reinforcements Arrive";;;
"CaptureBase_SwiftReclamation.objectiveList4.description";"This is a general objective to indicate the player must keep playing and eliminate enemies as they come.";"This is a general objective to indicate the player must keep playing and eliminate enemies as they come.";;;
"CaptureBase_SwiftReclamation.objectiveList4.title";"Pacify the Area around the Base";"Pacify the Area around the Base";;;
"CaptureBase_SwiftReclamation.objectiveList5.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"CaptureBase_SwiftReclamation.objectiveList6.title";"Destroy Defensive Turrets";"Destroy Defensive Turrets";;;
"CaptureBase_SwiftReclamation.shortDescription";"Apparently {TEAM_TAR.FactionDef.Name} controls a network of transports and warehouses in the {TGT_SYSTEM.name} system, moving mostly mundane merchandise but also a very few highly valuable goods. Our clandestine research efforts have acquired the latest shipping manifests and identified an opportunity for a swift, profitable strike at a key shipping hub. If timed properly, your Mechs can attack quickly and pave the way for a {TEAM_EMP.FactionDef.Demonym} extraction team to empty the warehouse of its contents.";"Apparently {TEAM_TAR.FactionDef.Name} controls a network of transports and warehouses in the {TGT_SYSTEM.name} system, moving mostly mundane merchandise but also a very few highly valuable goods. Our clandestine research efforts have acquired the latest shipping manifests and identified an opportunity for a swift, profitable strike at a key shipping hub. If timed properly, your Mechs can attack quickly and pave the way for a {TEAM_EMP.FactionDef.Demonym} extraction team to empty the warehouse of its contents.";;;
"CaptureBase_TheBTeam.contractName";"The B Team";"The B Team";;;
"CaptureBase_TheBTeam.dialogueList0.dialogueContent0.words";"So all we gotta do is just walk in there and stand around? This job sounds like bullshit to me. I wanna learn how to shoot, not stand around!";"So all we gotta do is just walk in there and stand around? This job sounds like bullshit to me. I wanna learn how to shoot, not stand around!";;;
"CaptureBase_TheBTeam.dialogueList0.dialogueContent1.words";"I don't know, the mission sounds good to me. I need more practice driving this thing, anyway.";"I don't know, the mission sounds good to me. I need more practice driving this thing, anyway.";;;
"CaptureBase_TheBTeam.dialogueList0.dialogueContent2.words";"Let's confirm the base is undefended. Commander, move up to this location and you should be able to get eyes on the base.";"Let's confirm the base is undefended. Commander, move up to this location and you should be able to get eyes on the base.";;;
"CaptureBase_TheBTeam.dialogueList0.dialogueContent3.words";"Can we blow up some of the buildings?";"Can we blow up some of the buildings?";;;
"CaptureBase_TheBTeam.dialogueList1.dialogueContent0.words";"Well... that certainly was an experience. Darius, I think we should get hazard pay for this kind of mission.";"Well... that certainly was an experience. Darius, I think we should get hazard pay for this kind of mission.";;;
"CaptureBase_TheBTeam.dialogueList1.dialogueContent1.words";"Stow it, Meyer. It all worked out fine, and we get paid.";"Stow it, Meyer. It all worked out fine, and we get paid.";;;
"CaptureBase_TheBTeam.dialogueList2.dialogueContent0.words";"I think these kids could use some more time on the practice range.";"I think these kids could use some more time on the practice range.";;;
"CaptureBase_TheBTeam.dialogueList3.dialogueContent0.words";"Bogeys on sensors!";"Bogeys on sensors!";;;
"CaptureBase_TheBTeam.dialogueList4.dialogueContent0.words";"[GENERIC VO] Area is not clear, Commander. Eliminate the hostiles before continuing to the next Objective.";"[GENERIC VO] Area is not clear, Commander. Eliminate the hostiles before continuing to the next Objective.";;;
"CaptureBase_TheBTeam.dialogueList5.dialogueContent0.words";"[GENERIC VO] Sensors are clear, proceed to the next objective.";"[GENERIC VO] Sensors are clear, proceed to the next objective.";;;
"CaptureBase_TheBTeam.dialogueList6.dialogueContent0.words";"Dropship inbound for landing!";"Dropship inbound for landing!";;;
"CaptureBase_TheBTeam.dialogueList7.dialogueContent0.words";"Commander, a word of warning, we have reports this base may have gun emplacements for point defense.";"Commander, a word of warning, we have reports this base may have gun emplacements for point defense.";;;
"CaptureBase_TheBTeam.dialogueList7.dialogueContent1.words";"Turrets, boss. Just keep an eye out in case they are online.";"Turrets, boss. Just keep an eye out in case they are online.";;;
"CaptureBase_TheBTeam.dialogueList8.dialogueContent0.words";"There's the base up ahead. Looks like our employer wasn't kidding; it's empty.";"There's the base up ahead. Looks like our employer wasn't kidding; it's empty.";;;
"CaptureBase_TheBTeam.dialogueList8.dialogueContent1.words";"That sucks. Can I shoot some of the buildings anyway?";"That sucks. Can I shoot some of the buildings anyway?";;;
"CaptureBase_TheBTeam.dialogueList8.dialogueContent2.words";"Huh. I'm picking up engine signatures, boss. I'm guessing those aren't friendlies, and they're headed your way.";"Huh. I'm picking up engine signatures, boss. I'm guessing those aren't friendlies, and they're headed your way.";;;
"CaptureBase_TheBTeam.dialogueList8.dialogueContent3.words";"Engines? Like, 'Mech engines? Oh shit, oh shit, I don't want to die-";"Engines? Like, 'Mech engines? Oh shit, oh shit, I don't want to die-";;;
"CaptureBase_TheBTeam.dialogueList8.dialogueContent4.words";"Get your lance into that base, Commander, and hold out till our employer can get some more people on the ground.";"Get your lance into that base, Commander, and hold out till our employer can get some more people on the ground.";;;
"CaptureBase_TheBTeam.longDescription";"This seems like the kind of setup where afterwards we'll say 'It was <i>supposed</i> to be undefended!', Commander. Be prepared.";"This seems like the kind of setup where afterwards we'll say 'It was <i>supposed</i> to be undefended!', Commander. Be prepared.";;;
"CaptureBase_TheBTeam.objectiveList0.description";"The objective to scout the base that is being captured. Must be completed before the actual capture of the base.";"The objective to scout the base that is being captured. Must be completed before the actual capture of the base.";;;
"CaptureBase_TheBTeam.objectiveList0.title";"Scout the Base";"Scout the Base";;;
"CaptureBase_TheBTeam.objectiveList1.description";"The objective to optionally destroy the defenders of the base.";"The objective to optionally destroy the defenders of the base.";;;
"CaptureBase_TheBTeam.objectiveList1.title";"Destroy the Enemy Force";"Destroy the Enemy Force";;;
"CaptureBase_TheBTeam.objectiveList2.description";"The objective for the player to move into and capture the base.";"The objective for the player to move into and capture the base.";;;
"CaptureBase_TheBTeam.objectiveList2.title";"Capture the Base with Friendly 'Mechs";"Capture the Base with Friendly 'Mechs";;;
"CaptureBase_TheBTeam.objectiveList3.description";"HIDDEN TIMER, NO NEED TO EDIT: This is the hidden timer objective that will trigger the enemy reinforcements.";"HIDDEN TIMER, NO NEED TO EDIT: This is the hidden timer objective that will trigger the enemy reinforcements.";;;
"CaptureBase_TheBTeam.objectiveList3.title";"Hold Out as Enemies Counter Attack";"Hold Out as Enemies Counter Attack";;;
"CaptureBase_TheBTeam.objectiveList4.description";"This is a general objective to indicate the player must keep playing and eliminate enemies as they come.";"This is a general objective to indicate the player must keep playing and eliminate enemies as they come.";;;
"CaptureBase_TheBTeam.objectiveList4.title";"Pacify the Area around the Base";"Pacify the Area around the Base";;;
"CaptureBase_TheBTeam.objectiveList5.description";"The primary objective to destroy the force that tries to remove the player from the captured base.";"The primary objective to destroy the force that tries to remove the player from the captured base.";;;
"CaptureBase_TheBTeam.objectiveList5.title";"Destroy the Enemy Reinforcements";"Destroy the Enemy Reinforcements";;;
"CaptureBase_TheBTeam.objectiveList6.description";"The chunk controlled objective to destroy the turrets for the base, if the chunk is active.";"The chunk controlled objective to destroy the turrets for the base, if the chunk is active.";;;
"CaptureBase_TheBTeam.objectiveList6.title";"Eliminate Base Turrets";"Eliminate Base Turrets";;;
"CaptureBase_TheBTeam.shortDescription";"We're training a group of MechWarriors to act as a local defense force, and we'd like you to assist in their training. There's a decommissioned {TEAM_TAR.FactionDef.Demonym} base that we need to take ownership of. As it's undefended, this is a perfect opportunity for our trainees to practice operating as a team in a low-risk environment. We need you to send along a single experienced MechWarrior to keep an eye on them and model good behavior for them.";"We're training a group of MechWarriors to act as a local defense force, and we'd like you to assist in their training. There's a decommissioned {TEAM_TAR.FactionDef.Demonym} base that we need to take ownership of. As it's undefended, this is a perfect opportunity for our trainees to practice operating as a team in a low-risk environment. We need you to send along a single experienced MechWarrior to keep an eye on them and model good behavior for them.";;;
"CaptureBase_TheBTeam_Alt.contractName";"The B Team";"The B Team";;;
"CaptureBase_TheBTeam_Alt.dialogueList0.dialogueContent0.words";"So all we gotta do is just walk in there and stand around? This job sounds like bullshit to me. I wanna learn how to shoot, not stand around!";"So all we gotta do is just walk in there and stand around? This job sounds like bullshit to me. I wanna learn how to shoot, not stand around!";;;
"CaptureBase_TheBTeam_Alt.dialogueList0.dialogueContent1.words";"I don't know, the mission sounds good to me. I need more practice driving this thing, anyway.";"I don't know, the mission sounds good to me. I need more practice driving this thing, anyway.";;;
"CaptureBase_TheBTeam_Alt.dialogueList0.dialogueContent2.words";"Let's confirm the base is undefended. Commander, move up to this location and you should be able to get eyes on the base.";"Let's confirm the base is undefended. Commander, move up to this location and you should be able to get eyes on the base.";;;
"CaptureBase_TheBTeam_Alt.dialogueList0.dialogueContent3.words";"Can we blow up some of the buildings?";"Can we blow up some of the buildings?";;;
"CaptureBase_TheBTeam_Alt.dialogueList1.dialogueContent0.words";"Well... that certainly was an experience. Darius, I think we should get hazard pay for this kind of mission.";"Well... that certainly was an experience. Darius, I think we should get hazard pay for this kind of mission.";;;
"CaptureBase_TheBTeam_Alt.dialogueList1.dialogueContent1.words";"Stow it, Meyer. It all worked out fine, and we get paid.";"Stow it, Meyer. It all worked out fine, and we get paid.";;;
"CaptureBase_TheBTeam_Alt.dialogueList2.dialogueContent0.words";"I think these kids could use some more time on the practice range.";"I think these kids could use some more time on the practice range.";;;
"CaptureBase_TheBTeam_Alt.dialogueList3.dialogueContent0.words";"Bogeys on sensors!";"Bogeys on sensors!";;;
"CaptureBase_TheBTeam_Alt.dialogueList4.dialogueContent0.words";"[GENERIC VO] Area is not clear, Commander. Eliminate the hostiles before continuing to the next Objective.";"[GENERIC VO] Area is not clear, Commander. Eliminate the hostiles before continuing to the next Objective.";;;
"CaptureBase_TheBTeam_Alt.dialogueList5.dialogueContent0.words";"[GENERIC VO] Sensors are clear, proceed to the next objective.";"[GENERIC VO] Sensors are clear, proceed to the next objective.";;;
"CaptureBase_TheBTeam_Alt.dialogueList6.dialogueContent0.words";"That's it, Commander. Our employer is sending in the cavalry. Good work.";"That's it, Commander. Our employer is sending in the cavalry. Good work.";;;
"CaptureBase_TheBTeam_Alt.dialogueList6.dialogueContent1.words";"Aww, really? Come on, I want more targets!";"Aww, really? Come on, I want more targets!";;;
"CaptureBase_TheBTeam_Alt.dialogueList7.dialogueContent0.words";"Hey, Darius? Didn't they say the base was decommissioned?";"Hey, Darius? Didn't they say the base was decommissioned?";;;
"CaptureBase_TheBTeam_Alt.dialogueList7.dialogueContent1.words";"Yes. Why, do you have something?";"Yes. Why, do you have something?";;;
"CaptureBase_TheBTeam_Alt.dialogueList7.dialogueContent2.words";"Those are turrets, boss, and they're <i>not</i> offline. They're powered up and pinging me and the Leopard.";"Those are turrets, boss, and they're <i>not</i> offline. They're powered up and pinging me and the Leopard.";;;
"CaptureBase_TheBTeam_Alt.dialogueList7.dialogueContent3.words";"T-turrets? And they're going to shoot at us? Wait, I thought this was-";"T-turrets? And they're going to shoot at us? Wait, I thought this was-";;;
"CaptureBase_TheBTeam_Alt.dialogueList7.dialogueContent4.words";"<i>HELL</i> yeah! Live fire, baby!";"<i>HELL</i> yeah! Live fire, baby!";;;
"CaptureBase_TheBTeam_Alt.dialogueList8.dialogueContent0.words";"There's the base up ahead. It <i>looks</i> empty...";"There's the base up ahead. It <i>looks</i> empty...";;;
"CaptureBase_TheBTeam_Alt.dialogueList8.dialogueContent1.words";"That sucks. Can I shoot some of the buildings anyway?";"That sucks. Can I shoot some of the buildings anyway?";;;
"CaptureBase_TheBTeam_Alt.dialogueList8.dialogueContent2.words";"Huh. I'm picking up engine signatures, boss. Reinforcements, and they're headed your way.";"Huh. I'm picking up engine signatures, boss. Reinforcements, and they're headed your way.";;;
"CaptureBase_TheBTeam_Alt.dialogueList8.dialogueContent3.words";"Oh shit, oh shit, I don't want to die-";"Oh shit, oh shit, I don't want to die-";;;
"CaptureBase_TheBTeam_Alt.dialogueList8.dialogueContent4.words";"Get your lance into that base, Commander, and hold out till our employer can get some more people on the ground.";"Get your lance into that base, Commander, and hold out till our employer can get some more people on the ground.";;;
"CaptureBase_TheBTeam_Alt.longDescription";"This seems like a mission where afterwards we'll say 'It was <i>supposed</i> to be undefended!', Commander. Be prepared.";"This seems like a mission where afterwards we'll say 'It was <i>supposed</i> to be undefended!', Commander. Be prepared.";;;
"CaptureBase_TheBTeam_Alt.objectiveList0.description";"The objective to scout the base that is being captured. Must be completed before the actual capture of the base.";"The objective to scout the base that is being captured. Must be completed before the actual capture of the base.";;;
"CaptureBase_TheBTeam_Alt.objectiveList0.title";"Scout the Base";"Scout the Base";;;
"CaptureBase_TheBTeam_Alt.objectiveList1.description";"The objective to optionally destroy the defenders of the base.";"The objective to optionally destroy the defenders of the base.";;;
"CaptureBase_TheBTeam_Alt.objectiveList1.title";"Destroy the Enemy Force";"Destroy the Enemy Force";;;
"CaptureBase_TheBTeam_Alt.objectiveList2.description";"The objective for the player to move into and capture the base.";"The objective for the player to move into and capture the base.";;;
"CaptureBase_TheBTeam_Alt.objectiveList2.title";"Capture the Base with Friendly 'Mechs";"Capture the Base with Friendly 'Mechs";;;
"CaptureBase_TheBTeam_Alt.objectiveList3.description";"HIDDEN TIMER, NO NEED TO EDIT: This is the hidden timer objective that will trigger the enemy reinforcements.";"HIDDEN TIMER, NO NEED TO EDIT: This is the hidden timer objective that will trigger the enemy reinforcements.";;;
"CaptureBase_TheBTeam_Alt.objectiveList3.title";"Hold Out as Enemies Counter Attack";"Hold Out as Enemies Counter Attack";;;
"CaptureBase_TheBTeam_Alt.objectiveList4.description";"This is a general objective to indicate the player must keep playing and eliminate enemies as they come.";"This is a general objective to indicate the player must keep playing and eliminate enemies as they come.";;;
"CaptureBase_TheBTeam_Alt.objectiveList4.title";"Pacify the Area around the Base";"Pacify the Area around the Base";;;
"CaptureBase_TheBTeam_Alt.objectiveList5.description";"The primary objective to destroy the force that tries to remove the player from the captured base.";"The primary objective to destroy the force that tries to remove the player from the captured base.";;;
"CaptureBase_TheBTeam_Alt.objectiveList5.title";"Destroy the Enemy Reinforcements";"Destroy the Enemy Reinforcements";;;
"CaptureBase_TheBTeam_Alt.objectiveList6.description";"The chunk controlled objective to destroy the turrets for the base, if the chunk is active.";"The chunk controlled objective to destroy the turrets for the base, if the chunk is active.";;;
"CaptureBase_TheBTeam_Alt.objectiveList6.title";"Eliminate Base Turrets";"Eliminate Base Turrets";;;
"CaptureBase_TheBTeam_Alt.shortDescription";"We're training a group of MechWarriors to act as a local defense force, and we'd like you to assist in their training. There's a decommissioned {TEAM_TAR.FactionDef.Demonym} base that we need to take ownership of. As it's undefended, this is a perfect opportunity for our trainees to practice operating as a team in a low-risk environment. We need you to send along a single experienced MechWarrior to keep an eye on them and model good behavior for them.";"We're training a group of MechWarriors to act as a local defense force, and we'd like you to assist in their training. There's a decommissioned {TEAM_TAR.FactionDef.Demonym} base that we need to take ownership of. As it's undefended, this is a perfect opportunity for our trainees to practice operating as a team in a low-risk environment. We need you to send along a single experienced MechWarrior to keep an eye on them and model good behavior for them.";;;
