id,type,path,version,addedOn,updatedOn,removedOn,assetBundleName,assetBundlePersistent,assetBundleCRC,<IsTemplate>k__BackingField,addendum
guiTxrPort_SE03_PirateLeader_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE03_PirateLeader_def_utr.json,0,2018-11-30T10:12:29.9927287Z,2018-11-30T10:12:29.9927287Z,,,False,0,False,False
guiTxrPort_SE04_PrisonWarden_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE04_PrisonWarden_def_utr.json,0,2018-11-30T10:12:29.9927287Z,2018-11-30T10:12:29.9927287Z,,,False,0,False,False
guiTxrPort_SE05_ArmsDealerCaptain_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE05_ArmsDealerCaptain_def_utr.json,0,2018-11-30T10:12:29.9937286Z,2018-11-30T10:12:29.9937286Z,,,False,0,False,False
guiTxrPort_Shepard2_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Shepard2_utr.json,0,2018-11-30T10:12:29.9947290Z,2018-11-30T10:12:29.9947290Z,,,False,0,False,False
guiTxrPort_Shepard3_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Shepard3_utr.json,0,2018-11-30T10:12:29.9947290Z,2018-11-30T10:12:29.9947290Z,,,False,0,False,False
guiTxrPort_Shepard_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Shepard_utr.json,0,2018-11-30T10:12:29.9957291Z,2018-11-30T10:12:29.9957291Z,,,False,0,False,False
guiTxrPort_SteinerRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SteinerRep_utr.json,0,2018-11-30T10:12:29.9957291Z,2018-11-30T10:12:29.9957291Z,,,False,0,False,False
guiTxrPort_Sumire_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Sumire_default_utr.json,0,2018-11-30T10:12:29.9967286Z,2018-11-30T10:12:29.9967286Z,,,False,0,False,False
guiTxrPort_Victoria_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Victoria_default_utr.json,0,2018-11-30T10:12:29.9977285Z,2018-11-30T10:12:29.9977285Z,,,False,0,False,False
guiTxrPort_Yang_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Yang_default_utr.json,0,2018-11-30T10:12:29.9977285Z,2018-11-30T10:12:29.9977285Z,,,False,0,False,False
Npc_humanfemale_glory_cr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\Npc_humanfemale_glory_cr.json,0,2018-11-30T10:12:29.9987286Z,2018-11-30T10:12:29.9987286Z,,,False,0,False,False
pilot_custom_Shepard_portrait,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\pilot_custom_Shepard_portrait.json,0,2018-11-30T10:12:29.9987286Z,2018-11-30T10:12:29.9987286Z,,,False,0,False,False
swordngun_cr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\swordngun_cr.json,0,2018-11-30T10:12:29.9997284Z,2018-11-30T10:12:29.9997284Z,,,False,0,False,False
,
,
